Name,Country,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Sani MAEKELAE,FIN,2022 Senior European Championships,qual,"Munich, Germany",VT,15.0,3.8,8.633,0.0,12.433
Sani MAEKELAE,FIN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,28.0,4.3,6.866,0.1,11.066
Sani MAEKELAE,FIN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,19.0,4.6,5.333,0.0,9.933
Sani MAEKELAE,FIN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,11.0,4.6,8.033,0.1,12.533
Sani MAEKELAE,FIN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,11.0,3.8,8.8,0.0,12.6
Martina MAGGIO,ITA,2022 Senior European Championships,final,"Munich, Germany",BB,4.0,5.6,7.633,0.0,13.233
Martina MAGGIO,ITA,2022 Senior European Championships,qual,"Munich, Germany",BB,6.0,5.6,7.8,0.0,13.4
Martina MAGGIO,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,7.0,5.4,7.666,0.0,13.066
Martina MAGGIO,ITA,2022 Senior European Championships,final,"Munich, Germany",FX,2.0,5.7,8.233,0.0,13.933
Martina MAGGIO,ITA,2022 Senior European Championships,qual,"Munich, Germany",FX,1.0,5.7,8.133,0.0,13.833
Martina MAGGIO,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,1.0,5.7,8.033,0.0,13.733
Martina MAGGIO,ITA,2022 Senior European Championships,qual,"Munich, Germany",UB,21.0,5.8,7.266,0.0,13.066
Martina MAGGIO,ITA,2022 Senior European Championships,qual,"Munich, Germany",VT,10.0,4.6,9.066,0.0,13.666
Martina MAGGIO,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,11.0,4.6,9.033,0.0,13.633
Martina MAGGIO,ITA,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",BB,5.0,5.0,8.066,0.0,13.066
Martina MAGGIO,ITA,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,5.0,5.0,8.033,0.0,13.033
Jana MAHMOUD,EGY,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,23.0,4.3,7.2,0.0,11.5
Jana MAHMOUD,EGY,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,30.0,4.2,6.833,0.0,11.033
Jana MAHMOUD,EGY,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,13.0,5.1,6.866,0.0,11.966
Jana MAHMOUD,EGY,FIG Apparatus World Cup 2023,final,"Doha, Qatar",UB,8.0,3.6,4.966,0.0,8.566
Jana MAHMOUD,EGY,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,7.0,5.1,7.366,0.0,12.466
Luisa MAIA,BRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,32.0,5.0,6.7,0.0,11.7
Luisa MAIA,BRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,15.0,4.8,7.55,0.0,12.35
Luisa MAIA,BRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,18.0,4.2,8.9,0.1,13.0
Lilla MAKAI,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,12.0,4.6,7.566,0.0,12.166
Lilla MAKAI,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,14.0,4.4,7.133,0.0,11.533
Lilla MAKAI,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,9.0,5.2,6.933,0.0,12.133
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,34.0,5.0,5.633,0.0,10.633
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,30.0,4.7,6.3,0.1,10.9
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,18.0,4.3,6.7,0.3,10.7
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,7.0,4.0,8.5,0.0,12.5
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,7.0,4.0,8.633,0.0,12.633
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,7.0,4.0,8.733,0.0,11.733
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,7.0,4.0,8.6,0.0,12.6
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT,4.0,3.8,8.933,0.0,12.733
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,7.0,3.8,8.966,0.0,12.766
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT,4.0,3.8,8.766,0.1,12.466
Patricie MAKOVICKOVA,CZE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,7.0,3.8,8.7,0.0,12.5
Mirtill MAKOVITS,HUN,2022 Senior European Championships,qual,"Munich, Germany",BB,65.0,4.5,6.9,0.0,11.4
Mirtill MAKOVITS,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,17.0,4.5,7.766,0.0,12.266
Mirtill MAKOVITS,HUN,2022 Senior European Championships,qual,"Munich, Germany",FX,49.0,4.4,7.633,0.0,12.033
Mirtill MAKOVITS,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,22.0,4.4,7.433,0.0,11.833
Mirtill MAKOVITS,HUN,2022 Senior European Championships,qual,"Munich, Germany",UB,20.0,5.0,8.066,0.0,13.066
Mirtill MAKOVITS,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,19.0,5.0,7.966,0.0,12.966
Mirtill MAKOVITS,HUN,2022 Senior European Championships,qual,"Munich, Germany",VT,84.0,3.6,8.5,0.0,12.1
Emma MALEWSKI,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,19.0,5.3,7.15,0.0,12.45
Emma MALEWSKI,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,31.0,4.6,7.15,0.1,11.65
Emma MALEWSKI,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,22.0,5.5,6.9,0.0,12.4
Emma MALEWSKI,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,34.0,3.6,8.8,0.0,12.4
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,final,"Munich, Germany",BB,1.0,5.3,8.166,0.0,13.466
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,qual,"Munich, Germany",BB,2.0,5.2,8.3,0.0,13.5
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,13.0,5.2,7.5,0.0,12.7
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,qual,"Munich, Germany",FX,35.0,4.5,7.966,0.0,12.466
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,qual,"Munich, Germany",UB,18.0,4.9,8.2,0.0,13.1
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,18.0,5.0,8.1,0.0,13.1
Emma Leonie MALEWSKI,GER,2022 Senior European Championships,qual,"Munich, Germany",VT,32.0,4.2,8.766,0.0,12.966
Emma Leonie MALEWSKI,GER,2023 Senior European Championships,qual,"Antalya, Turkey",BB,35.0,5.3,6.5,0.0,11.8
Emma Leonie MALEWSKI,GER,2023 Senior European Championships,qual,"Antalya, Turkey",FX,27.0,4.7,7.833,0.0,12.533
Emma Leonie MALEWSKI,GER,2023 Senior European Championships,qual,"Antalya, Turkey",UB,29.0,5.0,7.766,0.0,12.766
Emma Leonie MALEWSKI,GER,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,3.0,5.5,7.733,0.0,13.233
Emma Leonie MALEWSKI,GER,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,1.0,5.5,8.233,0.0,13.733
Emma Leonie MALEWSKI,GER,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,9.0,4.8,7.466,0.0,12.266
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",BB,79.0,5.1,5.3,0.1,10.3
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,final,"Antalya, Turkey",FX,3.0,5.9,7.666,0.0,13.566
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",FX,2.0,6.0,7.7,0.0,13.7
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",UB,90.0,4.7,5.933,0.0,10.633
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",VT,13.0,5.0,8.7,0.1,13.6
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,1.0,6.0,7.766,0.0,13.766
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,5.0,5.6,7.366,0.0,12.966
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,final,"Doha, Qatar",FX,1.0,5.7,7.9,0.0,13.6
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,1.0,5.5,7.766,0.0,13.266
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,14.0,5.3,5.633,0.0,10.933
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,final,"Antalya, Turkey",VT,4.0,3.8,8.666,0.1,12.366
Sabrina MANECA VOINEA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",VT,5.0,4.0,8.733,0.3,12.433
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT,5.0,5.0,8.733,0.0,13.733
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,3.0,5.0,8.766,0.0,13.766
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT,5.0,3.8,7.7,0.3,11.2
Sabrina MANECA VOINEA,ROU,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,3.0,3.8,8.466,0.0,12.266
Violet MANSER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,63.0,4.4,4.25,0.0,8.65
Violet MANSER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,59.0,4.1,6.1,0.1,10.1
Violet MANSER,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,62.0,3.2,7.3,0.1,10.6
Jea Brittany MARACHA,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",BB,5.0,4.7,7.9,0.0,12.6
Jea Brittany MARACHA,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,7.0,4.6,7.6,0.0,12.2
Jea Brittany MARACHA,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,14.0,4.5,7.75,0.0,12.25
Jea Brittany MARACHA,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,12.0,4.5,7.55,0.0,12.05
Jea Brittany MARACHA,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,38.0,3.6,8.75,0.0,12.35
Jea Brittany MARACHA,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,27.0,4.2,7.0,0.0,11.2
Jea Brittany MARACHA,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,34.0,4.1,6.75,0.0,10.85
Jea Brittany MARACHA,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,25.0,4.2,6.85,0.0,11.05
Konstantina MARAGKOU,GRE,2022 Senior European Championships,qual,"Munich, Germany",BB,78.0,4.1,7.0,0.0,11.1
Konstantina MARAGKOU,GRE,2022 Senior European Championships,qual,"Munich, Germany",FX,85.0,4.1,7.3,0.1,11.3
Konstantina MARAGKOU,GRE,2022 Senior European Championships,qual,"Munich, Germany",UB,89.0,4.5,5.933,0.0,10.433
Lucie MARIKOVA,CZE,2022 Senior European Championships,qual,"Munich, Germany",UB,74.0,4.2,6.933,0.0,11.133
Madeleine MARSHALL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,16.0,4.3,7.2,0.0,11.5
Madeleine MARSHALL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,35.0,4.4,7.35,0.3,11.45
Madeleine MARSHALL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,36.0,3.0,7.6,0.0,10.6
Madeleine MARSHALL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,37.0,3.6,8.8,0.0,12.4
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,30.0,4.3,6.933,0.0,11.233
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,38.0,4.2,6.366,0.0,10.566
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,24.0,4.3,7.333,0.0,11.633
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,17.0,4.6,7.433,0.0,12.033
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,31.0,4.1,5.733,0.1,9.733
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,13.0,4.0,7.633,0.0,11.633
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,15.0,3.6,8.566,0.0,12.166
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,15.0,3.4,8.666,0.0,12.066
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT,18.0,3.2,8.433,0.0,11.633
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,16.0,3.2,8.4,0.0,11.6
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT,18.0,3.2,8.5,0.0,11.7
Madeleine MARSHALL,NZL,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT,16.0,3.2,8.433,0.0,11.633
Getsemary MARTINEZ,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,30.0,4.0,5.7,0.0,9.7
Getsemary MARTINEZ,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,23.0,4.0,7.3,0.0,11.3
Getsemary MARTINEZ,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,23.0,2.4,8.2,0.0,10.6
Getsemary MARTINEZ,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,32.0,3.8,7.8,0.0,11.6
Victor MARTINEZ,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,13.0,3.4,8.45,0.0,11.85
Filipa MARTINS,POR,2022 Senior European Championships,qual,"Munich, Germany",UB,60.0,5.3,6.633,0.3,11.633
Filipa MARTINS,POR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,103.0,5.0,4.4,0.0,9.4
Filipa MARTINS,POR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,19.0,4.8,7.9,0.0,12.7
Filipa MARTINS,POR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,61.0,5.5,6.533,0.0,12.033
Filipa MARTINS,POR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,21.0,4.2,9.1,0.0,13.3
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,21.0,4.8,6.833,0.0,11.633
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",BB,3.0,5.0,8.133,0.0,13.133
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,6.0,5.0,8.0,0.0,13.0
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",UB,8.0,5.2,7.7,0.0,12.9
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,8.0,5.3,7.633,0.0,12.933
Filipa MARTINS,POR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,17.0,4.8,6.766,0.0,11.566
Laia MASFERRER,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,12.0,5.3,7.466,0.1,12.666
Laia MASFERRER,ESP,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,18.0,4.6,6.7,0.0,11.3
Nola MATTHEWS,USA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,4.0,5.2,8.0,0.0,13.2
Nola MATTHEWS,USA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,5.0,5.2,7.8,0.1,12.9
Nola MATTHEWS,USA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,7.0,5.6,8.05,0.0,13.65
Nola MATTHEWS,USA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,15.0,4.2,8.9,0.0,13.1
China MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,16.0,4.2,6.6,0.0,10.8
China MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,32.0,4.2,4.95,0.0,9.15
China MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,19.0,3.9,5.95,0.0,9.85
China MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,35.0,3.4,6.25,0.1,9.55
China MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,33.0,2.1,4.95,0.0,7.05
China MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,18.0,3.6,8.2,0.1,11.7
China MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,28.0,3.6,8.3,0.0,11.9
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,13.0,5.0,6.0,0.0,11.0
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,7.0,5.0,5.35,0.0,10.35
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,5.0,5.2,6.8,0.0,12.0
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,13.0,4.1,7.0,0.0,11.1
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,27.0,4.3,6.8,0.3,10.8
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,1.0,5.1,7.75,0.0,12.85
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,3.0,5.1,7.65,0.0,12.75
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,5.0,5.1,7.65,0.0,12.75
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,4.0,4.2,8.7,0.0,12.9
Tyesha MATTIS,JAM,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,8.0,4.2,8.65,0.0,12.85
Greta MAYER,HUN,2022 Senior European Championships,qual,"Munich, Germany",BB,18.0,5.0,7.833,0.0,12.833
Greta MAYER,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,11.0,5.1,7.666,0.0,12.766
Greta MAYER,HUN,2022 Senior European Championships,qual,"Munich, Germany",FX,23.0,4.9,7.8,0.0,12.7
Greta MAYER,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,19.0,4.8,7.633,0.0,12.433
Greta MAYER,HUN,2022 Senior European Championships,qual,"Munich, Germany",UB,61.0,3.9,7.7,0.0,11.6
Greta MAYER,HUN,2022 Senior European Championships,qual,"Munich, Germany",VT,37.0,4.4,8.633,0.1,12.933
Greta MAYER,HUN,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,19.0,4.4,8.833,0.1,13.133
Greta MAYER,HUN,2023 Senior European Championships,qual,"Antalya, Turkey",BB,14.0,5.4,7.166,0.0,12.566
Greta MAYER,HUN,2023 Senior European Championships,qual,"Antalya, Turkey",FX,99.0,5.0,6.266,0.3,10.966
Greta MAYER,HUN,2023 Senior European Championships,qual,"Antalya, Turkey",UB,101.0,4.0,6.166,0.0,10.166
Greta MAYER,HUN,2023 Senior European Championships,qual,"Antalya, Turkey",VT,25.0,4.4,8.8,0.0,13.2
Greta MAYER,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,23.0,4.7,4.866,0.3,9.266
Greta MAYER,HUN,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",VT,2.0,4.2,9.066,0.0,13.266
Greta MAYER,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,2.0,4.2,9.033,0.0,13.233
Greta MAYER,HUN,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",VT,2.0,3.8,9.033,0.0,12.833
Greta MAYER,HUN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,2.0,3.8,9.033,0.0,12.833
Kate MCDONALD,AUS,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,32.0,5.0,6.7,0.0,11.7
Kate MCDONALD,AUS,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,25.0,4.3,7.55,0.0,11.85
Kate MCDONALD,AUS,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,6.0,4.6,6.5,0.0,11.1
Kate MCDONALD,AUS,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,3.0,5.6,8.4,0.0,14.0
Abby MEADOW,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,61.0,4.1,4.7,0.0,8.8
Abby MEADOW,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,49.0,3.8,7.15,0.3,10.65
Abby MEADOW,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,63.0,2.2,6.75,4.0,4.95
Abby MEADOW,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,52.0,3.2,8.6,0.0,11.8
Lorena MEDINA,ESP,2022 Senior European Championships,qual,"Munich, Germany",BB,43.0,5.0,7.0,0.0,12.0
Lorena MEDINA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,16.0,5.0,7.466,0.0,12.466
Lorena MEDINA,ESP,2022 Senior European Championships,qual,"Munich, Germany",FX,53.0,4.9,7.4,0.3,12.0
Lorena MEDINA,ESP,2022 Senior European Championships,qual,"Munich, Germany",VT,34.0,4.2,8.733,0.0,12.933
Lorena MEDINA,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,23.0,4.2,8.666,0.0,12.866
Lorena MEDINA,ESP,2022 Senior European Championships,qual,"Munich, Germany",VT,19.0,3.8,8.733,0.0,12.533
Lorena MEDINA,ESP,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,20.0,4.9,6.066,0.0,10.966
Lorena MEDINA,ESP,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,4.0,5.0,7.333,0.0,12.333
Lorena MEDINA,ESP,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,5.0,5.0,7.233,0.0,12.233
Lorena MEDINA COBOS,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,7.0,4.6,7.7,0.0,12.3
Lorena MEDINA COBOS,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,9.0,4.7,7.333,0.0,12.033
Lorena MEDINA COBOS,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,6.0,5.2,7.366,0.0,12.566
Lorena MEDINA COBOS,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,11.0,4.2,8.666,0.0,12.866
Lorena MEDINA COBOS,ESP,2023 FISU World University Games,qual,"Chengdu, China",BB,30.0,5.0,6.0,0.0,11.0
Lorena MEDINA COBOS,ESP,2023 FISU World University Games,qual,"Chengdu, China",FX,11.0,4.8,7.6,0.0,12.4
Lorena MEDINA COBOS,ESP,2023 FISU World University Games,qual,"Chengdu, China",UB,15.0,5.2,7.1,0.0,12.3
Lorena MEDINA COBOS,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,15.0,4.2,8.8,0.0,13.0
Lorena MEDINA COBOS,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,8.0,3.6,8.7,0.0,12.3
Elena MELKE,LAT,2022 Senior European Championships,qual,"Munich, Germany",FX,112.0,3.1,6.533,0.0,9.633
Elena MELKE,LAT,2022 Senior European Championships,qual,"Munich, Germany",VT,118.0,3.2,8.1,0.1,11.2
Maria MENDES,POR,2022 Senior European Championships,qual,"Munich, Germany",BB,84.0,4.2,6.8,0.0,11.0
Maria MENDES,POR,2022 Senior European Championships,qual,"Munich, Germany",FX,65.0,4.2,7.6,0.1,11.7
Maria MENDES,POR,2022 Senior European Championships,qual,"Munich, Germany",VT,100.0,3.2,8.433,0.0,11.633
Maria MENEZES,POR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,105.0,4.4,4.933,0.0,9.333
Maria MENEZES,POR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,81.0,4.5,7.033,0.1,11.433
Maria MENEZES,POR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,111.0,4.5,4.966,0.0,9.466
Maria MENEZES,POR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,58.0,4.2,8.633,0.0,12.833
Angelica MESA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,22.0,3.7,6.8,0.0,10.5
Angelica MESA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,15.0,4.4,7.4,0.0,11.8
Angelica MESA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,20.0,4.4,6.85,0.0,11.25
Angelica MESA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,33.0,4.2,7.4,0.0,11.6
Angelica MESA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,12.0,3.4,8.45,0.0,11.85
Athanasia MESIRI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",BB,27.0,4.6,7.4,0.0,12.0
Athanasia MESIRI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",FX,49.0,4.6,7.433,0.0,12.033
Athanasia MESIRI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",UB,92.0,4.1,6.4,0.0,10.5
Athanasia MESIRI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",VT,51.0,4.2,8.733,0.0,12.933
Athanasia MESIRI,GRE,2023 Senior European Championships,final,"Antalya, Turkey",VT,7.0,4.0,8.7,0.0,12.7
Athanasia MESIRI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",VT,6.0,4.0,8.8,0.0,12.8
Sofia MICALLEF,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,17.0,4.4,7.1,0.0,11.5
