Rank,Athlete,Nation,D,E,ND,Total,D2,E2,ND2,Total2,Average,year,round
12.0,Yiseth VALENZUELA,COL,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
8.0,Yiseth VALENZUELA,COL,3.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2023,final
6.0,Yiseth VALENZUELA,COL,3.8,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.25,2023,qual
13.0,Vera VAN POL,NED,4.6,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.566,2022,qual
12.0,Vera VAN POL,NED,4.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2022,TeamFinal
12.0,Vera VAN POL,NED,4.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2023,qual
9.0,Vera VAN POL,NED,4.6,8.65,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
9.0,Vera VAN POL,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
119.0,Christina VASILOPOULOU,GRE,3.0,7.266,0.3,0.0,0.0,0.0,0.0,0.0,9.966,2022,qual
23.0,Sanna VEERMAN,NED,4.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,qual
14.0,Sanna VEERMAN,NED,4.6,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.433,2022,TeamFinal
36.0,Sanna VEERMAN,NED,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2023,qual
25.0,Sanna VEERMAN,NED,4.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2023,qual
25.0,Sanna VEERMAN,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
121.0,Tara VELLA CLARK,MLT,3.8,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
79.0,Tara VELLA CLARK,MLT,3.8,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2022,qual
25.0,Tara VELLA CLARK,MLT,3.2,8.4,0.1,0.0,0.0,0.0,0.0,0.0,11.5,2022,qual
111.0,Tara VELLA CLARK,MLT,3.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2023,qual
72.0,Jutta VERKEST,BEL,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
52.0,Jutta VERKEST,BEL,4.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2022,qual
20.0,Jutta VERKEST,BEL,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,TeamFinal
34.0,Jutta VERKEST,BEL,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
18.0,Jutta VERKEST,BEL,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
18.0,Jutta VERKEST,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
26.0,Maria VILLEGAS,COL,3.6,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2023,qual
22.0,Naomi VISSER,NED,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,AAfinal
37.0,Naomi VISSER,NED,4.2,9.166,0.0,0.0,0.0,0.0,0.0,0.0,13.366,2022,qual
25.0,Naomi VISSER,NED,4.2,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2022,qual
16.0,Naomi VISSER,NED,4.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2022,TeamFinal
10.0,Naomi VISSER,NED,4.2,9.066,0.0,0.0,0.0,0.0,0.0,0.0,13.266,2023,AAfinal
31.0,Naomi VISSER,NED,4.2,9.033,0.1,0.0,0.0,0.0,0.0,0.0,13.133,2023,qual
5.0,Alice VLKOVA,CZE,4.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2023,final
5.0,Alice VLKOVA,CZE,4.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
5.0,Alice VLKOVA,CZE,4.0,8.4,0.1,0.0,0.0,0.0,0.0,0.0,12.3,2023,final
5.0,Alice VLKOVA,CZE,4.0,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2023,qual
18.0,Alice VLKOVA,CZE,4.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,AAfinal
25.0,Alice VLKOVA,CZE,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,qual
14.0,Tisha VOLLEMAN,NED,4.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2022,AAfinal
45.0,Tisha VOLLEMAN,NED,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,qual
43.0,Tisha VOLLEMAN,NED,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
18.0,Tisha VOLLEMAN,NED,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
18.0,Tisha VOLLEMAN,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
3.0,Tisha Manouk Gijs VOLLEMAN,NED,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,AAfinal
22.0,Tisha Manouk Gijs VOLLEMAN,NED,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
16.0,Sarah VOSS,GER,4.2,9.233,0.0,0.0,0.0,0.0,0.0,0.0,13.433,2022,qual
1.0,Sarah VOSS,GER,5.0,9.333,0.0,0.0,0.0,0.0,0.0,0.0,14.333,2022,TeamFinal
7.0,Sarah VOSS,GER,4.2,9.3,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2023,AAfinal
15.0,Sarah VOSS,GER,4.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2023,qual
7.0,Agata VOSTRUCHOVAITE,LTU,4.0,8.5,0.3,0.0,0.0,0.0,0.0,0.0,12.2,2023,final
7.0,Agata VOSTRUCHOVAITE,LTU,3.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
7.0,Agata VOSTRUCHOVAITE,LTU,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,final
7.0,Agata VOSTRUCHOVAITE,LTU,4.4,8.5,0.1,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
6.0,Agata VOSTRUCHOVAITE,LTU,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2023,final
8.0,Agata VOSTRUCHOVAITE,LTU,4.0,8.566,0.1,0.0,0.0,0.0,0.0,0.0,12.466,2023,qual
6.0,Agata VOSTRUCHOVAITE,LTU,4.4,8.066,0.3,0.0,0.0,0.0,0.0,0.0,12.166,2023,final
8.0,Agata VOSTRUCHOVAITE,LTU,4.4,8.433,0.1,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
18.0,Truong Khanh Van,VIE,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
18.0,Truong Khanh Van,VIE,3.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2022,qual
17.0,Karma Visagie,RSA,3.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
17.0,Karma Visagie,RSA,3.8,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
13.0,Sarah Voss,GER,4.2,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2022,qual
13.0,Sarah Voss,GER,4.0,7.966,0.1,0.0,0.0,0.0,0.0,0.0,11.866,2022,qual
18.0,Elisabeth WAGNER,GER,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.933,2023,AAfinal
32.0,Elisabeth WAGNER,GER,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
18.0,Hazuki WATANABE,JPN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
18.0,Hazuki WATANABE,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
28.0,Hannah WAYMAN,GBR,3.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
68.0,Xiaoyuan WEI,CHN,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,qual
111.0,Emelie WESTLUND,SWE,3.2,8.266,0.0,0.0,0.0,0.0,0.0,0.0,11.466,2022,qual
21.0,Emelie WESTLUND,SWE,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2023,AAfinal
53.0,Emelie WESTLUND,SWE,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
97.0,Nathalie WESTLUND,SWE,4.2,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2022,qual
72.0,Nathalie WESTLUND,SWE,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
38.0,Nathalie WESTLUND,SWE,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
13.0,Emily WHITEHEAD,AUS,4.6,8.15,0.3,0.0,0.0,0.0,0.0,0.0,12.45,2022,AAfinal
8.0,Emily WHITEHEAD,AUS,4.0,8.233,0.3,0.0,0.0,0.0,0.0,0.0,11.933,2022,final
5.0,Emily WHITEHEAD,AUS,4.0,8.7,0.1,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
103.0,Anina WILDI,SUI,4.0,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
76.0,Anina WILDI,SUI,4.0,8.4,0.1,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
22.0,Anina WILDI,SUI,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
12.0,Harriet WINGROVE,AUS,4.2,8.95,0.0,0.0,0.0,0.0,0.0,0.0,13.15,2023,qual
12.0,Harriet WINGROVE,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
30.0,Natalie WOLFGANG,GER,3.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2023,qual
21.0,Leanne WONG,USA,5.0,8.766,0.0,0.0,0.0,0.0,0.0,0.0,13.766,2022,qual
9.0,Leanne WONG,USA,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2022,qual
80.0,Anny WU,SUI,4.2,8.333,0.3,0.0,0.0,0.0,0.0,0.0,12.233,2022,qual
46.0,Anny WU,SUI,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
14.0,Sing WU,TPE,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.03,2023,qual
8.0,Sing WU,TPE,4.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2023,final
7.0,Sing WU,TPE,4.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
89.0,Sing Fen WU,TPE,4.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
17.0,Chiharu YAMADA,JPN,4.2,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2022,AAfinal
43.0,Chiharu YAMADA,JPN,4.2,9.033,0.0,0.0,0.0,0.0,0.0,0.0,13.233,2022,qual
38.0,Chiharu YAMADA,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
6.0,Nanami YAMAMOTO,JPN,4.6,8.75,0.0,0.0,0.0,0.0,0.0,0.0,13.35,2023,qual
6.0,Nanami YAMAMOTO,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
15.0,Emma YAP,SGP,3.4,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.05,2022,AAfinal
6.0,Darya YASSINSKAYA,KAZ,4.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,final
8.0,Darya YASSINSKAYA,KAZ,4.0,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2023,qual
6.0,Darya YASSINSKAYA,KAZ,3.8,8.833,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2023,final
8.0,Darya YASSINSKAYA,KAZ,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
11.0,Darya YASSINSKAYA,KAZ,4.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
11.0,Darya YASSINSKAYA,KAZ,3.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
8.0,Darya YASSINSKAYA,KAZ,4.0,8.666,0.1,0.0,0.0,0.0,0.0,0.0,12.566,2023,final
6.0,Darya YASSINSKAYA,KAZ,4.0,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
8.0,Darya YASSINSKAYA,KAZ,3.8,7.5,0.3,0.0,0.0,0.0,0.0,0.0,11.0,2023,final
6.0,Darya YASSINSKAYA,KAZ,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,qual
7.0,Seojeong YEO,KOR,5.4,8.966,0.0,0.0,0.0,0.0,0.0,0.0,14.366,2022,qual
7.0,Seojeong YEO,KOR,5.0,9.033,0.0,0.0,0.0,0.0,0.0,0.0,14.033,2022,final
4.0,Seojeong YEO,KOR,5.0,9.133,0.0,0.0,0.0,0.0,0.0,0.0,14.133,2022,qual
137.0,Korkem YERBOSSYNKYZY,KAZ,3.4,8.366,0.1,0.0,0.0,0.0,0.0,0.0,11.666,2022,qual
104.0,Bengisu YILDIZ,TUR,4.2,8.333,0.1,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
59.0,Bengisu YILDIZ,TUR,4.2,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2022,qual
21.0,Bengisu YILDIZ,TUR,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2022,qual
8.0,Bengisu YILDIZ,TUR,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2023,final
9.0,Bengisu YILDIZ,TUR,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2023,qual
8.0,Bengisu YILDIZ,TUR,3.8,8.6,0.1,0.0,0.0,0.0,0.0,0.0,12.3,2023,final
9.0,Bengisu YILDIZ,TUR,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
38.0,Bengisu YILDIZ,TUR,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
9.0,Bengisu YILDIZ,TUR,3.8,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2023,qual
3.0,Bengisu YILDIZ,TUR,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,final
3.0,Bengisu YILDIZ,TUR,4.2,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2023,qual
3.0,Bengisu YILDIZ,TUR,3.8,8.866,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2023,final
3.0,Bengisu YILDIZ,TUR,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
3.0,Linmin YU,CHN,5.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,13.766,2023,final
1.0,Linmin YU,CHN,5.2,8.533,0.3,0.0,0.0,0.0,0.0,0.0,13.433,2023,qual
3.0,Linmin YU,CHN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,final
1.0,Linmin YU,CHN,4.2,8.8,0.1,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
10.0,Linmin YU,CHN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
10.0,Linmin YU,CHN,4.8,7.633,0.3,0.0,0.0,0.0,0.0,0.0,12.133,2023,qual
12.0,Boeun YUN,KOR,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,AAfinal
12.0,Boeun YUN,KOR,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.03,2023,qual
12.0,Darya Yassinskaya,KAZ,4.0,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2022,qual
12.0,Darya Yassinskaya,KAZ,3.8,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2022,qual
7.0,Darya Yassinskaya,KAZ,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2022,qual
7.0,Darya Yassinskaya,KAZ,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,final
7.0,Darya Yassinskaya,KAZ,3.8,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
7.0,Darya Yassinskaya,KAZ,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2022,final
15.0,Bengisu Yildiz,TUR,4.2,8.1,0.3,0.0,0.0,0.0,0.0,0.0,12.0,2022,qual
15.0,Bengisu Yildiz,TUR,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
11.0,Tan Ing Yueh,MAS,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
11.0,Tan Ing Yueh,MAS,4.0,7.433,0.0,0.0,0.0,0.0,0.0,0.0,11.433,2022,qual
19.0,Jin ZHANG,CHN,5.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.833,2022,qual
16.0,Jin ZHANG,CHN,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
12.0,Aiyu ZHU,GER,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,AAfinal
9.0,Aiyu ZHU,GER,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.06,2023,qual
37.0,Evandra ZLOBEC,CAN,4.2,7.55,0.3,0.0,0.0,0.0,0.0,0.0,11.45,2023,qual
37.0,Evandra ZLOBEC,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
114.0,Christina ZWICKER,CRO,3.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2023,qual
8.0,Daria Angelina None,SUI,3.6,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2023,final
8.0,Daria Angelina None,SUI,3.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2023,final
1.0,McKayla Maroney,USA,6.3,9.766,0.1,15.966,6.0,9.483,0.0,15.483,15.724,2013,final
2.0,Simone Biles,USA,6.3,9.633,0.0,15.933,5.6,9.658,0.0,15.258,15.595,2013,final
3.0,Hong Un-Jong,PRK,6.3,9.266,0.0,15.566,6.4,9.0,0.0,15.4,15.483,2013,final
4.0,Giulia Steingruber,SUI,6.2,9.3,0.0,15.5,5.8,9.166,0.0,14.966,15.233,2013,final
5.0,Oksana Chusovitina,UZB,6.2,8.533,0.1,14.633,5.5,9.033,0.0,14.533,14.583,2013,final
6.0,Phan Thị Hà Thanh,VIE,6.2,8.866,0.1,14.966,5.8,7.933,0.1,13.633,14.299,2013,final
7.0,Yamilet Peña,DOM,7.0,7.766,0.3,14.466,5.8,7.666,0.0,13.466,13.966,2013,final
8.0,Chantysha Netteb,NED,5.8,8.1,0.0,13.9,0.0,0.0,0.0,0.0,6.95,2013,final
1.0,Hong Un-jong,PRK,6.3,9.466,0.0,15.766,6.4,9.033,0.0,15.433,15.599,2014,final
2.0,Simone Biles,USA,6.3,9.6,0.0,15.9,5.6,9.608,0.0,15.208,15.554,2014,final
3.0,Mykayla Skinner,USA,6.4,9.3,0.0,15.7,5.8,9.233,0.0,15.033,15.366,2014,final
4.0,Alla Sosnitskaya,RUS,6.4,8.866,0.3,14.966,5.8,9.166,0.0,14.966,14.966,2014,final
5.0,Giulia Steingruber,SUI,6.2,9.033,0.0,15.233,5.0,9.2,0.0,14.2,14.716,2014,final
5.0,Claudia Fragapane,GBR,5.8,9.033,0.0,14.833,5.6,9.0,0.0,14.6,14.716,2014,final
7.0,Alexa Moreno,MEX,6.2,8.833,0.0,15.033,6.0,8.366,0.3,14.066,14.549,2014,final
8.0,Phan Thị Hà Thanh,VIE,5.8,8.608,0.3,14.108,6.2,8.533,0.1,14.633,14.37,2014,final
1.0,Maria Paseka,RUS,6.4,9.233,0.0,15.633,6.3,9.4,0.0,15.7,15.666,2015,final
2.0,Hong Un-jong,PRK,6.3,9.366,0.0,15.666,6.4,9.2,0.0,15.6,15.633,2015,final
3.0,Simone Biles,USA,6.3,9.6,0.0,15.9,5.6,9.583,0.0,15.183,15.541,2015,final
4.0,Ellie Downie,GBR,5.8,9.166,0.0,14.966,5.6,9.233,0.0,14.833,14.899,2015,final
5.0,Dipa Karmakar,IND,7.0,8.3,0.0,15.3,6.0,8.366,-0.3,14.066,14.683,2015,final
6.0,Wang Yan,CHN,6.0,9.066,0.0,15.066,6.2,7.9,0.0,14.1,14.583,2015,final
7.0,Giulia Steingruber,SUI,6.2,9.4,-0.1,15.5,5.3,8.333,0.0,13.633,14.566,2015,final
7.0,Alexa Moreno,MEX,6.2,8.566,-0.1,14.666,6.0,8.566,-0.1,14.466,14.566,2015,final
1.0,Maria Paseka,none,6.0,8.7,0.0,14.7,5.8,9.2,0.0,15.0,14.85,2017,final
2.0,Jade Carey,none,5.8,9.0,0.0,14.8,5.6,9.133,0.0,14.733,14.766,2017,final
3.0,Giulia Steingruber,none,5.8,8.933,-0.1,14.633,5.4,8.9,0.0,14.3,14.466,2017,final
4.0,Ellie Black,none,5.4,9.166,0.0,14.566,5.2,9.066,0.0,14.266,14.416,2017,final
5.0,Oksana Chusovitina,none,5.4,9.033,0.0,14.433,5.2,9.1,0.0,14.3,14.366,2017,final
6.0,Wang Yan,none,5.6,8.9,0.0,14.5,5.8,8.5,-0.1,14.2,14.35,2017,final
7.0,Shallon Olsen,none,5.8,7.833,-0.1,13.533,6.0,8.933,0.0,14.933,14.233,2017,final
8.0,Sae Miyakawa,none,5.8,8.7,0.0,14.5,5.4,7.7,0.0,13.1,13.8,2017,final
4.0,Oksana Chusovitina,none,5.8,8.6,0.0,14.4,5.2,9.0,0.0,14.2,14.3,2018,final
5.0,Yeo Seo-jeong,none,5.8,8.833,0.1,14.533,5.4,8.533,0.0,13.933,14.233,2018,final
6.0,Liu Jinru,none,5.6,8.6,0.1,14.1,5.8,8.4,0.0,14.2,14.15,2018,final
7.0,Ellie Black,none,5.4,8.6,0.0,14.0,5.2,9.033,0.0,14.233,14.116,2018,final
8.0,Pyon Rye-yong,none,5.8,7.566,0.3,13.066,5.8,8.366,0.0,14.166,13.616,2018,final
1.0,Simone Biles,none,6.0,9.333,0.0,15.333,5.8,9.666,0.0,15.466,15.399,2019,final
2.0,Jade Carey,none,6.0,9.166,0.0,15.166,5.8,9.1,0.3,14.6,14.883,2019,final
3.0,Ellie Downie,none,5.4,9.2,0.0,14.6,6.0,9.033,0.0,15.033,14.816,2019,final
4.0,Shallon Olsen,none,5.4,9.2,0.0,14.6,6.0,8.866,0.0,14.866,14.733,2019,final
5.0,Qi Qi,none,5.4,9.2,0.0,14.6,5.8,8.9,0.0,14.7,14.65,2019,final
6.0,Alexa Moreno,none,5.8,8.766,0.1,14.466,5.6,9.2,0.0,14.8,14.633,2019,final
7.0,Lilia Akhaimova,none,5.8,8.9,0.0,14.7,5.6,8.733,0.3,14.033,14.366,2019,final
8.0,Yeo Seo-jeong,none,6.2,8.033,0.3,13.933,5.4,9.033,0.0,14.433,14.183,2019,final
1.0,Giulia Steingruber,SUI,5.8,9.266,0.0,15.066,5.4,9.183,0.0,14.583,14.824,2021,final
2.0,Jessica Gadirova,GBR,5.4,9.2,0.0,14.6,5.2,9.133,0.0,14.333,14.466,2021,final
3.0,Angelina Melnikova,RUS,5.4,9.2,0.0,14.6,5.2,9.033,0.0,14.233,14.416,2021,final
4.0,Anastasiia Motak,UKR,5.4,8.633,-0.1,13.933,4.8,8.666,0.0,13.466,13.699,2021,final
5.0,Tjasa Kysselef,SLO,5.0,8.7,0.0,13.7,4.8,8.833,0.0,13.633,13.666,2021,final
6.0,Csenge Bacskay,HUN,5.0,8.766,0.0,13.766,4.8,8.733,0.0,13.533,13.649,2021,final
7.0,Marina Nekrasova,AZE,5.0,7.533,-0.1,12.433,5.2,8.733,0.0,13.933,13.183,2021,final
8.0,Sara Peter,HUN,5.4,7.566,0.0,12.966,0.0,0.0,0.0,0.0,6.483,2021,final
1.0,Boglarka Devai,HUN,6.0,8.733,-0.1,14.633,0.0,0.0,0.0,0.0,14.349,2021,final
1.0,Boglarka Devai,HUN,5.4,8.966,-0.3,14.066,0.0,0.0,0.0,0.0,14.349,2021,final
2.0,Angelina Melnikova,RUS,5.4,9.166,0.0,14.566,0.0,0.0,0.0,0.0,14.233,2021,final
2.0,Angelina Melnikova,RUS,5.2,8.8,-0.1,13.9,0.0,0.0,0.0,0.0,14.233,2021,final
3.0,Denisa Golgota,ROU,5.4,9.1,0.0,14.5,0.0,0.0,0.0,0.0,14.166,2021,final
3.0,Denisa Golgota,ROU,4.8,9.033,0.0,13.833,0.0,0.0,0.0,0.0,14.166,2021,final
4.0,Sarah Voss,GER,5.4,9.033,0.0,14.433,0.0,0.0,0.0,0.0,14.083,2021,final
4.0,Sarah Voss,GER,4.8,8.933,0.0,13.733,0.0,0.0,0.0,0.0,14.083,2021,final
5.0,Lilia Akhaimova,RUS,5.8,8.566,0.0,14.366,0.0,0.0,0.0,0.0,14.066,2021,final
5.0,Lilia Akhaimova,RUS,4.8,8.966,0.0,13.766,0.0,0.0,0.0,0.0,14.066,2021,final
6.0,Coline Devillard,FRA,5.8,8.966,0.0,14.766,0.0,0.0,0.0,0.0,13.933,2021,final
6.0,Coline Devillard,FRA,5.4,7.7,0.0,13.1,0.0,0.0,0.0,0.0,13.933,2021,final
7.0,Tisha Volleman,NED,5.4,8.533,0.0,13.933,0.0,0.0,0.0,0.0,13.799,2021,final
7.0,Tisha Volleman,NED,4.8,8.866,0.0,13.666,0.0,0.0,0.0,0.0,13.799,2021,final
8.0,Teja Belak,SLO,5.4,7.666,0.0,13.066,0.0,0.0,0.0,0.0,13.533,2021,final
8.0,Teja Belak,SLO,5.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,13.533,2021,final
1.0,Teja Belak,SLO,5.4,9.033,0.0,14.433,0.0,0.0,0.0,0.0,14.283,2019,final
1.0,Teja Belak,SLO,5.0,9.133,0.0,14.133,0.0,0.0,0.0,0.0,14.283,2019,final
2.0,Angelina Melnikova,RUS,5.4,8.8,-0.1,14.1,0.0,0.0,0.0,0.0,14.133,2019,final
2.0,Angelina Melnikova,RUS,5.2,8.966,0.0,14.166,0.0,0.0,0.0,0.0,14.133,2019,final
3.0,Sara Peter,HUN,5.4,8.933,0.0,14.333,0.0,0.0,0.0,0.0,14.066,2019,final
3.0,Sara Peter,HUN,5.0,8.8,0.0,13.8,0.0,0.0,0.0,0.0,14.066,2019,final
4.0,Gabriela Janik,POL,4.8,8.833,0.0,13.633,0.0,0.0,0.0,0.0,13.699,2019,final
4.0,Gabriela Janik,POL,4.8,8.966,0.0,13.766,0.0,0.0,0.0,0.0,13.699,2019,final
5.0,Ofir Netzer,ISR,4.8,8.9,0.0,13.7,0.0,0.0,0.0,0.0,13.666,2019,final
5.0,Ofir Netzer,ISR,4.8,8.833,0.0,13.633,0.0,0.0,0.0,0.0,13.666,2019,final
6.0,Marina Nekrasova,AZE,5.4,7.6,-0.1,12.9,0.0,0.0,0.0,0.0,13.466,2019,final
6.0,Marina Nekrasova,AZE,5.2,8.833,0.0,14.033,0.0,0.0,0.0,0.0,13.466,2019,final
1.0,MyKayla Skinner,USA,6.4,8.8,0.0,15.2,5.8,9.075,0.0,14.875,15.037,2014,final
